order,url,name_cn,date,score,total_votes,cover_large,tags,characters
355,https://bgm.tv/subject/218971,朝花夕誓——于离别之朝束起约定之花,2018-02-24,7.5,9183,https://lain.bgm.tv/pic/cover/l/0e/1e/218971_PC00Z.jpg,剧场版;P.A.WORKS;岡田麿里;原创;2018;亲情;治愈;奇幻;催泪;动画电影;川井憲次;冈田麿里;2018年2月;日本;東地和生;2018年;冈田磨里;寿命论;川井宪次;电影;母爱;井上俊之;篠原俊哉;原创动画;映画;石井百合子;朝花夕誓;入野自由;日本动画;2018年1月,玛奇亚;艾瑞尔;蕾莉亚;克里姆;拉西奴;兰格;米多;蒂塔;梅德梅尔;イゾル;バロウ
356,https://bgm.tv/subject/202240,春宵苦短，少女前进吧！,2017-04-07,8.1,9726,https://lain.bgm.tv/pic/cover/l/f3/59/202240_KKkZm.jpg,汤浅政明;剧场版;森见登美彦;小说改;2017;恋爱;ScienceSARU;青春;奇幻;春宵苦短，少女前进吧！;2017年4月;湯浅政明;日本;动画电影;轻小说改;轻改;2017年;大岛满;校园;电影;花泽香菜;サイエンスSARU;森見登美彦;神谷浩史;意识流;神作;搞笑;映画;上田誠;伊東伸高,前辈;黑发少女;学园祭事务局长;内裤大头目;樋口清太郎;羽贯凉子;旧书市集之神;纪子;伪城崎;不倒翁公主;乔尼;东堂
357,https://bgm.tv/subject/822,FLCL,2000-04-26,8.3,10136,https://lain.bgm.tv/pic/cover/l/af/da/822_9y55j.jpg,GAINAX;OVA;意识流;原创;鹤卷和哉;贞本义行;2000;FLCL;青春;神配乐;青春期;性暗示;看懂的都是神..;日本;美丽的中二;中二;Production.I.G;今石洋之;ProductionI.G;鶴巻和哉;神作;科幻;榎户洋司;TV;战斗;2000年4月;奇幻;榎戸洋司;庵野秀明;2000年,春原晴子;南束直太;鲛岛真见美;亚麻罗宇;蜷守惠理;阿学;政志;宫路纯子;南束卡门;南束系国;崎芝巴美;カンチ
358,https://bgm.tv/subject/565802,辉夜大小姐想让我告白 通往大人的阶梯,2025-12-31,8.3,8935,https://lain.bgm.tv/pic/cover/l/9b/f5/565802_PRfRL.jpg,恋爱;A-1Pictures;校园;漫画改;搞笑;OVA;2025;TV;辉夜大小姐想让我告白;日本;漫改;日常;赤坂明;青春;畠山守;2026年1月;2026;喜剧;小俣真一;续作;2025年12月;2025年10月;2025年;恋爱喜剧;TVSP;纯爱;未定档;神作;日漫;2025年1月,四宫辉夜;白银御行;藤原千花;石上优;伊井野弥子;白银的父亲;白银圭;早坂爱;柏木渚;田沼翼;四条真妃;四条帝
359,https://bgm.tv/subject/209408,狂赌之渊,2017-07-01,7,8590,https://lain.bgm.tv/pic/cover/l/41/1f/209408_IMIAi.jpg,颜艺;MAPPA;赌博;2017年7月;漫画改;校园;TV;智斗;2017;漫改;狂赌之渊;早見沙織;百合;早见沙织;林祐一郎;日本;小林靖子;热血;竞技;2017年;河本ほむら;剧情;泽城美雪;日本动画;悬疑;猎奇;搞笑;动画;季番;黑丝,蛇喰梦子;铃井凉太;早乙女芽亚里;桃喰绮罗莉;生志摩妄;五十岚清华;黄泉月露娜;豆生田枫;梦见弖梦见;皇伊月;西洞院百合子;熊楠
360,https://bgm.tv/subject/40533,邻座的怪同学,2012-10-01,7.2,9011,https://lain.bgm.tv/pic/cover/l/a0/ab/40533_SkUil.jpg,校园;恋爱;2012年10月;户松遥;邻座的怪同学;乙女向;TV;少女系;BrainsBase;漫画改;2012;となりの怪物くん;中村悠一;铃木达央;漫改;搞笑;少女向;日常;鈴木達央;日本;青春;少女;治愈;神作;鏑木ひろ;镝木宏;2012年;纯爱;花泽香菜;少女漫,水谷雫;吉田春;夏目朝子;佐佐原宗平;山口贤二;大岛千鹤;吉田优山;三泽满善;名古屋;宫间有;二宫冴子;女学生
361,https://bgm.tv/subject/123568,请问您今天要来点兔子吗？？,2015-10-10,7.5,8283,https://lain.bgm.tv/pic/cover/l/39/a4/123568_FeekE.jpg,百合;芳文社;萝莉;治愈;2015年10月;日常;漫画改;WHITEFOX;萌;TV;请问您今天要来点兔子吗？;2015;漫改;萌系;佐仓绫音;轻百合;日本;KINEMACITRUS;萌豚;续作;桥本裕之;橋本裕之;LOLI;2015年;轻百;搞笑;内田真礼;水濑祈;废萌;KINEMA_CITRUS,保登心爱;香风智乃;天天座理世;宇治松千夜;桐间纱路;条河麻耶;奈津惠;青山翠;提比;香风隆宏;保登摩卡;真手凛
362,https://bgm.tv/subject/326,攻壳机动队 S.A.C. 2nd GIG,2004-01-01,9.2,9852,https://lain.bgm.tv/pic/cover/l/a6/66/326_D8wjw.jpg,科幻;菅野洋子;攻殻機動隊;攻壳机动队;神山健治;押井守;TV;Production.IG;2004;士郎正宗;Production.I.G;漫画改;草薙素子;战斗;神作;日本;ProductionI.G;漫改;2004年1月;政治;赛博朋克;经典;S.A.C.;GIG;战争;深度;人工智能;超前;艺术;攻壳,草薙素子;巴特;公安9课;荒卷大辅;陀古萨;石川;斋藤;帕兹;塔奇克马;博马;久世英雄;内務大臣
363,https://bgm.tv/subject/238006,哥布林杀手,2018-10-06,6.7,8522,https://lain.bgm.tv/pic/cover/l/c7/2a/238006_OJZy1.jpg,轻小说改;战斗;2018年10月;冒险;WHITEFOX;奇幻;TV;哥布林;异世界;2018;轻改;黄暴;小说改;日本;尾崎隆晴;黑田洋介;后宫;哥布林杀手;仓田英之;猎奇;黑暗;血腥;2018年;WHITE_FOX;薪王级操作;小仓唯;日本动画;热血;東山奈央;倉田英之,哥布林杀手;女神官;牧牛妹;柜台小姐;妖精弓手;矿人道士;蜥蜴僧侣;魔女;枪使;剑之圣女;重战士;女骑士
364,https://bgm.tv/subject/347887,擅长捉弄的高木同学 第三季,2022-01-07,8,8145,https://lain.bgm.tv/pic/cover/l/2d/ad/347887_j0DFj.jpg,恋爱;校园;日常;2022年1月;狗粮;漫画改;TV;SHIN-EI;2022;漫改;擅长捉弄的高木同学;高橋李依;搞笑;赤城博昭;续作;日本;青春;治愈;纯爱;擅长调情的西片太太;高桥李依;シンエイ動画;2022年;神作;萌;山本崇一朗;喜剧;高木同学;2022冬;新锐动画,高木同学;西片;日日野美奈;天川友加里;月本早苗;中井高贵;真野;高尾;木村;滨口;北条;田边老师
365,https://bgm.tv/subject/332649,漂流少年,2021-07-15,7.8,9974,https://lain.bgm.tv/pic/cover/l/30/fb/332649_32TAQ.jpg,原创;MADHouse;夏目真悟;奇幻;2021年7月;意识流;TV;青春;校园;2021;超能力;群像;渡边信一郎;日本;日本动画;电波;江口寿史;成长;神作;2021年;实验动画;存在主义;漫改;哲学;漂流少年;久貝典史;TVA;久贝典史;悠木碧;季番,长良;希;瑞穗;朝风;拉吉塔尼;明星;ポニー;キャップ;はやと;上海;亚希老师;やまびこ
366,https://bgm.tv/subject/12536,夏目友人帐 叁,2011-07-04,8.1,9043,https://lain.bgm.tv/pic/cover/l/35/94/12536_8KsS8.jpg,治愈;夏目友人帳;神谷浩史;猫咪先生;2011年7月;夏目;治愈系;TV;妖怪;绿川幸;贵志与猫老师不得不说的二三事;2011;第三季;漫画改;温暖;BrainsBase;奇幻;日常;漫改;夏目友人帐;日本;最期待新番;大森贵弘;大森貴弘;友人帐;アニメ;续作;2011年;温情;井上和彦,夏目贵志;喵老师/斑;夏目玲子;笹田纯;多轨透;西村悟;藤原塔子;藤原滋;红峰;泥鳅胡子;牛面中级妖怪;柊
367,https://bgm.tv/subject/529431,胆大党 第二季,2025-07-03,7.3,8624,https://lain.bgm.tv/pic/cover/l/4a/2b/529431_a7joa.jpg,战斗;奇幻;漫画改;2025年7月;ScienceSARU;TV;搞笑;2025;日本;漫改;少年向;续作;校园;科幻;山代风我;恋爱;热血;怪谈;牛尾宪辅;超能力;胆大党;山代風我;2025年;2025夏;猎奇;AbelGongora;Abel;Gongora;濑古浩司;瀬古浩司,高仓健;绫濑桃;白鸟爱罗;圆城寺仁;高速婆婆;绫濑星子;坂田金太;多佛恶魔;太郎;奇克奇塔;邪视;满次郎
368,https://bgm.tv/subject/14588,摇曳百合,2011-07-04,7.7,9017,https://lain.bgm.tv/pic/cover/l/43/d9/14588_bDB2r.jpg,百合;搞笑;摇曳百合;动画工房;2011年7月;阿卡林;日常;TV;漫画改;2011;粉红切开都是黑的;无男主;漫改;ゆるゆり;校园;软妹;太田雅彦;萌;日本;轻百合;治愈;伪百合;動画工房;清新;新人声优;豊崎愛生;一迅社;娱乐部;轻百;2011年,赤座灯里;岁纳京子;船见结衣;吉川千夏;古谷向日葵;大室樱子;杉浦绫乃;池田千岁;池田千鹤;西垣奈奈;松本理世;古谷枫
369,https://bgm.tv/subject/220566,杀戮天使,2018-07-06,6.4,8087,https://lain.bgm.tv/pic/cover/l/1a/b7/220566_0CMxK.jpg,游戏改;悬疑;J.C.STAFF;恋爱;2018年7月;TV;战斗;杀戮天使;2018;狗粮;岡本信彦;鈴木健太郎;日本;游戏改编;樱井孝宏;猎奇;奇幻;千菅春香;游改;冒险;黑暗;剧情;2018年;铃木健太郎;致郁;恐怖;未确定;纯爱;萝莉;日本动画,瑞依;札克;丹尼;艾迪;凯西;葛雷
370,https://bgm.tv/subject/425998,Re：从零开始的异世界生活 第三季 袭击篇,2024-10-02,7.2,8061,https://lain.bgm.tv/pic/cover/l/26/d6/425998_dnzr8.jpg,异世界;2024年10月;奇幻;轻小说改;WHITEFOX;战斗;TV;Re：從零開始的異世界生活;冒险;轮回;日本;2024;小说改;轻改;少年向;青年向;续作;恋爱;高橋李依;穿越;催泪;Re:从零开始异世界生活;后宫;不评论;智斗;筱原正宽;Re：从零开始的异世界生活;re0;篠原正寛;Re:ゼロから始める異世界生活,菜月昴;艾米莉娅;碧翠丝;嘉飞尔·汀泽尔;奥托·苏文;菲鲁特;莱茵哈鲁特·梵·阿斯特雷亚;库珥修·卡尔斯腾;菲利克斯·阿盖尔;威尔海姆·梵·阿斯特雷亚;安娜塔西亚·合辛;由里乌斯·尤克历乌斯
371,https://bgm.tv/subject/115292,东京喰种√A,2015-01-08,5.9,7920,https://lain.bgm.tv/pic/cover/l/32/73/115292_RnE82.jpg,东京食尸鬼;漫画改;2015年1月;战斗;TV;StudioPierrot;2015;第二季;奇幻;漫改;花泽香菜;花江夏樹;小丑社;宮野真守;东京喰种;日本;热血;猎奇;森田修平;续作;小西克幸;血腥;ぴえろ;2015年;雨宫天;黑暗;致郁;花江夏树;日本动画;PIERROT,金木研;雾岛董香;永近英良;西尾锦;芳村功善;亚门钢太朗;月山习;呗;四方莲示;笛口雏实;有马贵将;雾岛绚都
372,https://bgm.tv/subject/398951,更衣人偶坠入爱河 第二季,2025-07-05,7.7,8753,https://lain.bgm.tv/pic/cover/l/38/44/398951_973Z3.jpg,恋爱;校园;CloverWorks;漫画改;2025年7月;TV;日常;cosplay;2025;日本;漫改;搞笑;卖肉;青年向;篠原啓輔;续作;青春;筱原启辅;更衣人偶坠入爱河;纯爱;未定档;梅原翔太;2025年;第二季;福利;待上映;治愈;7月;富田赖子;喜剧,喜多川海梦;五条新菜;乾纱寿叶;乾心寿;五条薰;天野千岁;绪方旭;本多都;伊藤凉香;菅谷乃羽;八寻大空;山内瑠音
373,https://bgm.tv/subject/131891,暗杀教室 第二季,2016-01-07,7.7,8040,https://lain.bgm.tv/pic/cover/l/68/64/131891_dR2ZT.jpg,漫画改;搞笑;校园;2016年1月;TV;暗杀教室;Lerche;战斗;2016;福山润;暗殺教室;漫改;岸誠二;治愈;催泪;岸诚二;杉田智和;日本;青春;奇幻;宫野真守;日常;续作;JUMP;热血;励志;成长;2016年;教育;上江洲诚,杀老师;潮田渚;赤羽业;乌间惟臣;伊莉娜·叶拉维琪;矶贝悠马;茅野枫;浅野学峯;片冈惠;前原阳斗;冈野日向;仓桥阳菜乃
374,https://bgm.tv/subject/18882,幻想嘉年华,2011-08-14,7.6,8367,https://lain.bgm.tv/pic/cover/l/38/0c/18882_XqC8o.jpg,Type-Moon;搞笑;Fate;幻想嘉年华;OVA;2011;FANS向;月姬;乱斗;Lerche;蘑菇;岸诚二;原创;型月嘉年华;10周年;漫画改;人参赢家;TV;武梨えり;岸誠二;日本;2011年8月;漫改;日常;2011年;游戏改;2011年7月;型月;奇幻;ラルケ,爱尔奎特·布伦史坦德;阿尔托莉雅·潘德拉贡;远野志贵;卫宫士郎;希耶尔;远坂凛;远野秋叶;间桐樱;巫净翡翠;巫净琥珀;藤村大河;伊莉雅斯菲尔·冯·爱因兹贝伦
375,https://bgm.tv/subject/291494,剧场版 鬼灭之刃 无限列车篇,2020-10-16,7.2,7717,https://lain.bgm.tv/pic/cover/l/3c/64/291494_2kB2n.jpg,剧场版;ufotable;战斗;热血;鬼灭之刃;漫画改;2020;漫改;奇幻;2020年10月;JUMP;外崎春雄;日本;续篇;椎名豪;鬼滅の刃;2020年;梶浦由记;续作;动画电影;梶浦由記;动画;催泪;TV;冒险;电影;2021;日本动画;吾峠呼世晴;日漫,灶门炭治郎;灶门祢豆子;我妻善逸;嘴平伊之助;富冈义勇;蝴蝶忍;炼狱杏寿郎;栗花落香奈乎;宇髓天元;产屋敷耀哉;甘露寺蜜璃;悲鸣屿行冥
376,https://bgm.tv/subject/328313,世界顶尖的暗杀者转生为异世界贵族,2021-10-06,6.1,8290,https://lain.bgm.tv/pic/cover/l/49/32/328313_oQlyW.jpg,异世界;龙傲天;2021年10月;轻小说改;后宫;战斗;SILVERLINK.;TV;奇幻;穿越;2021;轻改;小说改;日本;田村正文;上田麗奈;厕纸;2021年;恋爱;转生;世界顶尖的暗杀者转生为异世界贵族;装逼;白毛;SILVER_LINK.;StudioPalette;日本动画;studioぱれっと;月夜涙;魔法;季番,卢各;蒂雅;塔儿朵;玛荷;祈安;艾思丽;女神;暗杀者;クラリス;マーガレット
377,https://bgm.tv/subject/204145,调教咖啡厅,2017-10-07,6.8,8098,https://lain.bgm.tv/pic/cover/l/f4/fe/204145_mbsLs.jpg,芳文社;日常;搞笑;A-1Pictures;2017年10月;漫画改;TV;恋爱;2017;漫改;萌;调教咖啡厅;喜剧;益山亮司;日本;职场;A-1;伪娘;治愈;2017年;萌豚;萌系;A-1_Pictures;百合;废萌;2017年十月番;轻百合;日本动画;TVA;季番,樱之宫莓香;日向夏帆;星川麻冬;天野美雨;神崎日照;迪诺;秋月红叶;掌柜;樱之宫爱香;大宫忍;泷本一二三
378,https://bgm.tv/subject/110048,监狱学园,2015-07-10,7.3,8431,https://lain.bgm.tv/pic/cover/l/1c/0b/110048_JHz0j.jpg,搞笑;J.C.STAFF;漫画改;2015年7月;肉;TV;水岛努;监狱学园;2015;校园;神谷浩史;漫改;花泽香菜;燃;卖肉;横手美智子;日本;肉番;水島努;热血;智斗;2015年;节操;喜剧;伊藤静;小西克幸;恋爱;興津和幸;日本动画;日常,藤野清志;诸葛岳人;若本真吾;根津让二;安堂丽治;栗原万里;白木芽衣子;绿川花;栗原千代;横山杏子;理事长;田中真由美
379,https://bgm.tv/subject/295,风之谷,1984-03-11,8.3,8842,https://lain.bgm.tv/pic/cover/l/49/18/295_W0vZv.jpg,宫崎骏;吉卜力;剧场版;久石让;风之谷;1984;自然主义;科幻;环保系;奇幻;宮崎駿;原创;环保;風の谷のナウシカ;日本;动画电影;GHIBLI;漫画改;冒险;環境保護;治愈;电影;经典;蟲;漫改;1984年;庵野秀明;80年代;映画;1984年3月,娜乌西卡;库夏娜;犹巴·米拉尔达;阿斯贝鲁;巨神兵;拉丝黛儿;克罗托瓦
380,https://bgm.tv/subject/3128,数码宝贝大冒险,1999-03-07,8.3,8437,https://lain.bgm.tv/pic/cover/l/df/f8/3128_4QNAH.jpg,童年;数码暴龙;永远的回忆;TV;1999;热血;Butterfly神曲;无限大的梦想;数码宝贝;东映;原创;Butterfly;燃;战斗;结局垂泪;冒险;子供向;日本;digimon;東映アニメーション;奇幻;经典;1999年3月;东映动画;角銅博之;1999年;角铜博之;科幻;90年代;细田守,八神太一;亚古兽;石田大和;加布兽;武之内空;比丘兽;泉光子郎;甲虫兽;太刀川美美;巴鲁兽;城户丈;哥玛兽
381,https://bgm.tv/subject/441939,鬼灭之刃 柱训练篇,2024-05-12,6.7,7449,https://lain.bgm.tv/pic/cover/l/0a/ee/441939_6l6VR.jpg,战斗;ufotable;漫画改;热血;2024年4月;TV;鬼灭之刃;奇幻;2024;漫改;续作;日本;鬼滅之刃;外崎春雄;花澤香菜;JUMP;2024年;日常;搞笑;冒险;日漫;日本动画;梶浦由记;动画;剧情;季番;鬼滅の刃;2024年5月;TVA;2024春,灶门炭治郎;灶门祢豆子;我妻善逸;嘴平伊之助;富冈义勇;蝴蝶忍;栗花落香奈乎;宇髓天元;产屋敷耀哉;甘露寺蜜璃;悲鸣屿行冥;时透无一郎
382,https://bgm.tv/subject/2567,学生会的一己之见,2009-10-02,7.4,8421,https://lain.bgm.tv/pic/cover/l/dd/a0/2567_090zo.jpg,后宫;吐槽;学生会的一己之见～碧阳学园学生会议事录;轻小说改;TV;2009年10月;校园;生徒会の一存;neta;狗神煌;2009;搞笑;轻小说;studiodeen;神吐槽;小说改;学生会;日常;轻改;学生会的一己之见;日本;佐藤卓哉;恋爱;花田十辉;2009年;STUDIO_DEEN;花田十輝;小红;萌;深夏,杉崎键;樱野栗梦;红叶知弦;椎名深夏;椎名真冬;藤堂莉莉西亚;真仪琉纱鸟;凉宫春日;神尾观铃;凉宫遥;私立碧阳学园;中目黑善树
383,https://bgm.tv/subject/142758,线上游戏的老婆不可能是女生？,2016-04-07,6,7882,https://lain.bgm.tv/pic/cover/l/64/bd/142758_4WO7N.jpg,轻小说改;后宫;2016年4月;校园;网游;恋爱;TV;搞笑;projectNo.9;线上游戏的老婆不可能是女生;2016;轻改;小说改;project_No.9;柳伸亮;日本;日常;游戏;日高里菜;2016年;萌;奇幻;卖肉;水濑祈;矢野茜;日本动画;治愈;高桥龙也;动画;青春,玉置亚子／亚子;西村英骑／卢西安;濑川茜／修拜因;御圣院杏／亚普力可;秋山奈奈子／瑟蒂;齐藤结衣／猫姬;†黑之魔术师†;†克劳德†;高崎想;四条匠;幕之内亮;亚子的母亲
384,https://bgm.tv/subject/283643,吹响吧！上低音号 第三季,2024-04-07,5,11425,https://lain.bgm.tv/pic/cover/l/ef/8f/283643_2bcm7.jpg,京阿尼;音乐;2024年4月;校园;TV;京都动画;轻小说改;青春;2024;石原立也;百合;小说改;京都アニメーション;有生之年;轻改;花田十辉;日本;烂尾;京吹;续作;原创;吹响！悠风号;励志;日常;花田十輝;社团;轻百合;搞笑;2024年;治愈,黄前久美子;加藤叶月;川岛绿辉;高坂丽奈;塚本秀一;黑江真由;中田いちご;松藤映子;水井陽向;吉田巧美;加千須みく;平尾まなこ
385,https://bgm.tv/subject/85204,妄想学生会＊,2014-01-04,7.6,8232,https://lain.bgm.tv/pic/cover/l/93/55/85204_oK33O.jpg,黄段子;搞笑;吐槽;2014年1月;妄想学生会;漫画改;校园;TV;GoHands;黄段子学生会;2014;下限;后宫;糟糕;日笠阳子;漫改;日常;日本;续作;金澤洪充;金泽洪充;2014年;工口;节操;恋爱;第二季;动画;喜剧;学生会;syd,津田隆利;天草筱;七条天空;萩村铃;津田琴美;横岛鸣子;三叶睦美;畑兰子;五十岚枫;出岛彩香;鱼见千寻;时薰
386,https://bgm.tv/subject/313852,街角魔族 2丁目,2022-04-07,7.8,8582,https://lain.bgm.tv/pic/cover/l/ef/d3/313852_550li.jpg,芳文社;百合;日常;J.C.STAFF;搞笑;2022年4月;漫画改;TV;轻百合;魔法少女;2022;漫改;萌;街角魔族;樱井弘明;日本;奇幻;续作;治愈;校园;桜井弘明;小原好美;2022年;萌系;萌豚;轻百;废萌;喜剧;战斗;季番,吉田优子;千代田桃;莉莉丝;阳夏木蜜柑;佐田杏里;小仓紫苑;吉田良子;吉田清子;梅塔子;白泽;莉子;千代田樱
387,https://bgm.tv/subject/891,续 夏目友人帐,2009-01-05,8,7921,https://lain.bgm.tv/pic/cover/l/cf/bc/891_d5mwr.jpg,治愈;続・夏目友人帳;神谷浩史;治愈系;2009年1月;妖怪;TV;夏目友人账;绿川幸;温情;2009;漫画改;清新;BrainsBase;夏目友人帳;奇幻;漫改;基;日常;腐作;石田彰;日本;夏目友人帐;大森貴弘;大森贵弘;2009年;续作;井上和彦;Brain;アニメ,夏目贵志;喵老师/斑;夏目玲子;笹田纯;多轨透;西村悟;藤原塔子;藤原滋;红峰;狸追;翠;タマ
388,https://bgm.tv/subject/115932,凭物语,2014-12-31,7.5,7831,https://lain.bgm.tv/pic/cover/l/6c/68/115932_iPZ50.jpg,物语系列;新房昭之;SHAFT;西尾维新;轻小说改;TV;2014;2014年12月;奇幻;早见纱织;后宫;OVA;轻改;小说改;神谷浩史;板村智幸;凭物语;日本;2015年1月;恋爱;物语;2014年;吐槽;续作;校园;怪异;搞笑;战斗;西尾維新;早见沙织,阿良良木历;斧乃木余接;忍野忍;阿良良木火怜;阿良良木月火;影縫余弦;忍野扇;手折正弦;战场原黑仪;羽川翼
389,https://bgm.tv/subject/1512,狼与香辛料 第二季,2009-07-08,7.8,8365,https://lain.bgm.tv/pic/cover/l/0f/3d/1512_1HCN1.jpg,萌狼;狼与香辛料;轻小说改;TV;2009年7月;狼と香辛料II;小清水亚美;经济;福山润;2009;轻小说;一只狼和大叔的故事;奇幻;治愈;恋爱;BrainsBase;轻改;小说改;商人;日本;公路片;旅行;高桥丈夫;日常;高橋丈夫;狼と香辛料;人狼神交记;Brain;公路;续作,赫萝;克拉福·罗伦斯;戴安·鲁本斯;费米·阿玛提;艾普·布朗;诺儿菈·艾伦;马克·科尔;梅尔妲;黎格罗·德多里;鲁兹·埃林基;亚洛尔德·埃克伦德;艾吾·兰德
390,https://bgm.tv/subject/395714,转生公主与天才千金的魔法革命,2023-01-04,6.4,9232,https://lain.bgm.tv/pic/cover/l/fd/3c/395714_5EeZx.jpg,百合;异世界;2023年1月;轻小说改;TV;凤傲天;Diomedéa;奇幻;2023;轻改;战斗;渡航;小说改;玉木慎吾;冒险;日本;恋爱;GL;魔法;Diomedea;搞笑;转生;厕纸;真百;2023年;穿越;日常;千本木彩花;井出直美;石見舞菜香,艾妮丝菲亚·温·帕雷提亚;尤菲莉亚·玛赞塔;伊莉雅·克拉尔;亚尔加德·伯纳·帕雷提亚;缇尔蒂·克拉雷特;蕾妮·席昂;奥尔凡斯·伊鲁·帕雷提亚;谢尔菲娜·梅斯·帕雷提亚;格兰兹·玛赞塔;夏尔托斯伯爵;莫里兹·夏尔托斯;琉米艾尔
391,https://bgm.tv/subject/5976,只有神知道的世界,2010-10-06,7.2,8414,https://lain.bgm.tv/pic/cover/l/e1/05/5976_irRRH.jpg,只有神知道的世界;后宫;攻陷之神;2010年10月;TV;神大人;漫画改;galgame;恋爱;2010;Manglobe;PFP;下野紘;接吻魔;校园;漫改;神哥哥;搞笑;可疑的肉片;若木民喜;日本;奇幻;高柳滋仁;日常;花泽香菜;2010-10月番;2010年;仓田英之;悠木碧;桂马,桂木桂马;中川奏音;高原步美;汐宫栞;青山美生;艾利由西亚·D·鲁德·伊玛;二阶堂由梨;寺田京;飞鸟空;桂木麻里;数码子;若木
392,https://bgm.tv/subject/269090,你好 世界,2019-09-20,6.8,8347,https://lain.bgm.tv/pic/cover/l/14/a6/269090_600EK.jpg,剧场版;恋爱;科幻;原创;2019;Graphinica;堀口悠紀子;伊藤智彦;校园;2019年10月;3D;SF;动画电影;日本;野崎まど;2019年;映画;青春;穿越;奇幻;电影;治愈;グラフィニカ;堀口悠纪子;战斗;爱情;你好世界;纯爱;野﨑まど;日本动画,坚书直实;カタガキナオミ;一行瑠璃;勘解由小路三铃;乌鸦;千古恒久;徐依依
393,https://bgm.tv/subject/217660,盾之勇者成名录,2019-01-09,5.6,8134,https://lain.bgm.tv/pic/cover/l/b9/9b/217660_h3554.jpg,异世界;轻小说改;2019年1月;战斗;奇幻;TV;盾之勇者成名录;轻改;穿越;2019;KINEMA_CITRUS;后宫;KINEMACITRUS;小说改;日本;冒险;阿保孝雄;憋屈;2019年;厕纸;热血;装逼;龙傲天;萝莉;KINEMA.CITRUS;动画;日本动画;恋爱;石川界人;盾勇,岩谷尚文;拉芙塔莉雅;菲洛;天木錬;北村元康;川澄树;梅蒂·Q·梅洛马格;麦蒂·S·梅洛玛格;奥托克雷·梅洛马格三十二世;艾尔哈特;菲托莉亚;莉希雅·爱比雷德
394,https://bgm.tv/subject/175596,终物语（下）,2017-08-12,8.1,7911,https://lain.bgm.tv/pic/cover/l/53/29/175596_Dp6j4.jpg,物语系列;新房昭之;SHAFT;西尾维新;TV;轻小说改;2017年7月;2017;奇幻;后宫;轻改;终物语;小说改;神谷浩史;板村智幸;日本;斋藤千和;恋爱;校园;物语;吐槽;青春;2017年;沙发套;续作;新房;2017年8月;神作;OVA;西尾維新,阿良良木历;八九寺真宵;战场原黑仪;忍野扇;忍野忍;手折正弦;卧烟伊豆湖;阿良良木月火;斧乃木余接;羽川翼;千石抚子;阿良良木火怜
395,https://bgm.tv/subject/2225,剧场版 空之境界 第六章 忘却录音,2008-12-20,7.3,8239,https://lain.bgm.tv/pic/cover/l/44/3d/2225_jYPOl.jpg,剧场版;Type-Moon;空の境界;ufotable;空之境界;梶浦由記;2008;奈须きのこ;鲜花卖萌;奇幻;忘却録音;轻小说改;小说改;兄控;战斗;须奈きのこ;鲜花;坂本真綾;梶浦由记;轻改;三浦貴博;2008年;三浦贵博;两仪式;坂本真绫;2008年12月;悬疑;奈须蘑菇;fairytale;日本,黑桐鲜花;两仪式;黑桐干也;苍崎橙子;玄雾皋月;黄路美沙夜;荒耶宗莲;濑尾静音;白纯里绪;橘佳织;叶山秀雄;路人
396,https://bgm.tv/subject/1608,灌篮高手,1993-10-16,8.6,9312,https://lain.bgm.tv/pic/cover/l/fa/af/1608_3I59P.jpg,灌篮高手;热血;教练我想打篮球;经典;SLAM_DUNK;童年;体育;樱木花道;TV;篮球;1993;流川枫;漫画改;男儿当入樽;运动;樱木花道安西叫你回家打篮球;东映;漫改;日本;井上雄彦;1993年10月;校园;JUMP;竞技;東映アニメーション;动画;神作;青春;东映动画;西沢信孝,樱木花道;流川枫;宫城良田;三井寿;赤木刚宪;安西光义;赤木晴子;木暮公延;水户洋平;仙道彰;鱼住纯;藤真健司
397,https://bgm.tv/subject/335389,OVERLORD 第四季,2022-07-05,6.6,7288,https://lain.bgm.tv/pic/cover/l/69/c7/335389_Z8WRS.jpg,异世界;2022年7月;骨傲天;轻小说改;MADHouse;穿越;TV;OVERLORD;奇幻;龙傲天;轻改;2022;装逼;战斗;小说改;日本;续集;续作;伊藤尚往;网游;2022年;搞笑;后宫;魔法;日本动画;第四季;热血;厕纸;动画;日漫,安兹·乌尔·恭;雅儿贝德;夏提雅·布拉德弗伦;马雷·贝罗·菲欧雷;亚乌菈·贝拉·菲欧拉;迪米乌哥斯;科塞特斯;娜贝拉尔·伽玛;艾多玛·巴西丽莎·泽塔;潘朵拉·亚克特;仓助;依比鲁艾
398,https://bgm.tv/subject/377607,无神世界的神明活动,2023-04-05,6.8,8743,https://lain.bgm.tv/pic/cover/l/e5/59/377607_8w26i.jpg,搞笑;异世界;2023年4月;漫画改;奇幻;TV;StudioPalette;穿越;逆天;2023;漫改;鬼頭明里;稲葉友紀;日本;悠木碧;花泽香菜;战斗;萝莉;榎木淳弥;2023年;后宫;卖肉;厕纸;抽象;稻叶友纪;宗教;性转;淳皇;studioぱれっと;鬼头明里,卜部征人;御灵;阿尔拉尔;谢尔莉尔;罗伊;古连;洛基;贝尔特兰;贝尔特兰;卜部聪一郎;阿塔尔;达基尼
