order,url,name_cn,date,score,total_votes,cover_large,tags,characters
1,https://bgm.tv/subject/328609,孤独摇滚！,2022-10-08,8.4,39662,https://lain.bgm.tv/pic/cover/l/e2/e7/328609_2EHLJ.jpg,芳文社;音乐;轻百合;CloverWorks;日常;漫画改;乐队题材;2022年10月;搞笑;TV;百合;2022;斎藤圭一郎;漫改;乐队;日本;梅原翔太;校园;斋藤圭一郎;青春;治愈;神作;萌;孤独摇滚;社恐;少女乐队;轻百;摇滚;2022年;成长,后藤一里;伊地知虹夏;山田凉;喜多郁代;广井菊里;后藤直树;后藤美智代;后藤二里;吉米亨;伊地知星歌;音响师;清水伊莱莎
2,https://bgm.tv/subject/10380,命运石之门,2011-04-06,8.8,39500,https://lain.bgm.tv/pic/cover/l/a9/79/10380_YwP4R.jpg,科幻;中二病;牧瀬紅莉栖;嘟嘟噜;空想科学;游戏改;2011年4月;TV;花泽香菜;Nitro+;2011;悬疑;宫野真守;Steins;WHITEFOX;Gate;神作;GAL改;命运石之门;日本;轮回;花澤香菜;穿越;恋爱;佐藤卓哉;huke;中二;剧情;花田十辉;浜崎博嗣,冈部伦太郎;椎名真由理;桥田至;牧濑红莉栖;阿万音铃羽;桐生萌郁;漆原琉华;菲利斯·喵喵;天王寺裕吾;天王寺绹;中钵;漆原荣辅
3,https://bgm.tv/subject/9717,魔法少女小圆,2011-01-06,8.6,37952,https://lain.bgm.tv/pic/cover/l/cb/57/9717_sAVag.jpg,虚渊玄;新房昭之;魔法少女;致郁;梶浦由紀;原创;SHAFT;2011年1月;治愈;TV;爱的战士虚渊玄;百合;猎奇;2011;战斗;悠木碧;日本;奇幻;强力STAFF;神作;魔法少女小圆;斎藤千和;蒼樹うめ;梶浦由记;轮回;违和感;剧情;魔法;2011年;虚淵玄,鹿目圆;晓美焰;美树沙耶香;巴麻美;佐仓杏子;丘比;上条恭介;志筑仁美;鹿目询子;鹿目知久;鹿目达也;早乙女和子
4,https://bgm.tv/subject/160209,你的名字。,2016-08-26,8.1,33932,https://lain.bgm.tv/pic/cover/l/20/15/160209_2UzU8.jpg,新海誠;剧场版;恋爱;原创;2016;新海诚;奇幻;动画电影;君の名は。;CoMixWave;2016年8月;君の名は;你的名字。;日本;田中将贺;治愈;你的名字;青春;2016年;穿越;CoMixWaveFilms;校园;催泪;电影;爱情;神作;radwimps;安藤雅司;纯爱;映画,立花泷;宫水三叶;奥寺美纪;宫水一叶;敕使河原克彦;名取早耶香;藤井司;高木真太;宫水四叶;宮水俊樹;雪野百香里;路人
5,https://bgm.tv/subject/265,新世纪福音战士,1995-10-04,8.7,33623,https://lain.bgm.tv/pic/cover/l/e5/69/265_Z5Uou.jpg,EVA;庵野秀明;GAINAX;新世纪福音战士;科幻;神作;TV;宗教;心理;原创;1995;骗钱神棍片的王者;机战;补完;凌波;Evangelion;日本;圣经;战斗;1995年10月;萝卜;神棍;意识流;经典;贞本义行;龙之子Production;明日香;1995年;生命中的哀伤与回忆;童年,碇真嗣;绫波零;惣流·明日香·兰格雷;葛城美里;伊吹摩耶;加持良治;冬月耕造;相田剑介;洞木光;日向诚;青叶茂;碇唯
6,https://bgm.tv/subject/400602,葬送的芙莉莲,2023-09-29,8.5,35139,https://lain.bgm.tv/pic/cover/l/13/c5/400602_ZI8Y9.jpg,治愈;公路片;奇幻;MADHouse;漫画改;2023年10月;旅行;寿命论;斋藤圭一郎;TV;异世界;2023;漫改;催泪;日本;战斗;斎藤圭一郎;冒险;日常;神作;公路;魔法;葬送的芙莉莲;恋爱;搞笑;2023年;半年番;2024;鈴木智尋;种崎敦美,芙莉莲;菲伦;修塔尔克;辛美尔;海塔;艾森;赞因;伏拉梅;古瓦尔;阿乌拉;古拉纳特伯爵;琉古纳
7,https://bgm.tv/subject/55770,进击的巨人,2013-04-06,8.2,30797,https://lain.bgm.tv/pic/cover/l/78/c9/55770_HsJfh.jpg,进击的巨人;热血;泽野弘之;漫画改;2013年4月;WITSTUDIO;战斗;TV;Production.I.G;2013;漫改;荒木哲郎;奇幻;梶裕贵;日本;神谷浩史;神作;ProductionI.G;猎奇;燃;剧情;孝哥;谏山创;2013年;2013春;小林靖子;战争;WIT_STUDIO;悬疑;井上麻里奈,艾伦·耶格尔;三笠·阿克曼;阿明·阿诺德;利威尔;让·基尔休坦;克里斯塔·连兹;柯尼·史普林格;马可·波特;莱纳·布朗;韩吉·佐伊;卡尔菈·耶格尔;雷恩哈特
8,https://bgm.tv/subject/27364,冰菓,2012-04-22,8.2,32646,https://lain.bgm.tv/pic/cover/l/cd/38/27364_1ZFmr.jpg,京阿尼;校园;氷菓;青春;推理;推理系;2012年4月;TV;小清新;2012;悬疑;小说改;京都动画;中村悠一;京都;温情;恋爱;轻小说改;武本康弘;日常;日本;轻改;京都アニメーション;治愈;四月番;神作;米泽穗信;冰菓;2012年;田中公平,折木奉太郎;千反田爱瑠;福部里志;伊原摩耶花;远垣内将司;折木供惠;糸鱼川养子;入须冬实;江波仓子;善名梨绘;善名嘉代;中城顺载
9,https://bgm.tv/subject/1424,轻音少女,2009-04-02,8.3,30028,https://lain.bgm.tv/pic/cover/l/48/9d/1424_q8FMQ.jpg,京阿尼;K-ON!;校园;轻音;萌;治愈;日常;2009年4月;TV;废萌;漫画改;2009;卖萌;音乐;京都;京都动画;山田尚子;百合;漫改;日本;芳文社;k-on;乐队;轻百合;青春;mio;2009年4月番;京都アニメーション;吐槽;吉田玲子,平泽唯;秋山澪;田井中律;琴吹紬;中野梓;放学后TEA TIME;けいおん部;山中佐和子;平泽忧;真锅和;铃木纯;DEATH DEVIL
10,https://bgm.tv/subject/10639,Fate/Zero,2011-10-01,8.1,30679,https://lain.bgm.tv/pic/cover/l/86/1f/10639_w4sHs.jpg,Fate;虚渊玄;Type-Moon;ufotable;第四次圣杯战争;2011年10月;TV;战斗;Saber;奈绪蘑菇;奇幻;2011;前传;梶浦;小说改;老爸和他的基友;轻小说改;zero;日本;热血;三王;轻改;青木英;梶浦由记;蘑菇;游戏改;神作;金闪闪;梶浦由記;あおきえい,卫宫切嗣;阿尔托莉雅·潘德拉贡;爱丽丝菲尔·冯·爱因兹贝伦;远坂时臣;吉尔伽美什;言峰绮礼;百貌的哈桑;肯尼斯·艾尔梅洛伊·阿奇博尔德;迪尔姆德·奥迪那;韦伯·维尔维特;伊斯坎达尔;雨生龍之介
11,https://bgm.tv/subject/248175,辉夜大小姐想让我告白～天才们的恋爱头脑战～,2019-01-12,7.8,27184,https://lain.bgm.tv/pic/cover/l/2a/f7/248175_2w4zT.jpg,恋爱;搞笑;A-1Pictures;校园;漫画改;2019年1月;TV;日常;漫改;2019;狗粮;赤坂アカ;吔我狗粮啦;日本;畠山守;小俣真一;辉夜大小姐想让我告白;青春;喜剧;赤坂明;2019年;智斗;恋爱喜剧;古川慎;傲娇;小原好美;纯爱;中西やすひろ;辉夜大小姐;古贺葵,四宫辉夜;白银御行;藤原千花;石上优;早坂爱;柏木渚;田沼翼;白银圭;白银的父亲;四条真妃;阿道夫·佩斯卡罗洛;贝尔托瓦茨·贝奇
12,https://bgm.tv/subject/428735,BanG Dream! It's MyGO!!!!!,2023-06-29,8,30913,https://lain.bgm.tv/pic/cover/l/e7/a7/428735_1v11n.jpg,BanGDream;原创;音乐;百合;扭曲;2023年7月;偶像;乐队;TV;3D;2023;SANZIGEN;羊宮妃那;日本;柿本広大;三次元;无法预测的命运之舞台;校园;轻百合;青春;綾奈ゆにこ;少女乐队;柿本广大;MYGO;日常;乐队题材;2023年;轻百;神作;サンジゲン,高松灯;千早爱音;要乐奈;长崎爽世;椎名立希;MyGO!!!!!;丰川祥子;若叶睦;三角初华;八幡海铃;祐天寺若麦;纯田真奈
13,https://bgm.tv/subject/876,CLANNAD 〜AFTER STORY〜,2008-10-02,9.2,30943,https://lain.bgm.tv/pic/cover/l/67/d1/876_dCfrd.jpg,Clannad;京阿尼;key;催泪;神作;麻枝准;治愈;人生;TV;~After-Story~;治愈系;游戏改;2008年10月;恋爱;galgame;爱情;催淚;2008;GAL改;日常;日本;石原立也;京都动画;校园;亲情;京都;AS;京都アニメーション;2008年;续作,冈崎朋也;古河渚;冈崎汐;古河早苗;古河秋生;冈崎直幸;芳野佑介;幻想世界的少女;藤林杏;藤林椋;坂上智代;一之濑琴美
14,https://bgm.tv/subject/311,千与千寻,2001-07-20,8.6,26933,https://lain.bgm.tv/pic/cover/l/9d/fc/311_GAg3x.jpg,宫崎骏;吉卜力;剧场版;久石让;奇幻;2001;千と千尋の神隠し;千与千寻;原创;治愈;宮崎駿;白龙;无面人;日本;环保系;动画电影;千与千寻的神隐;神作;童年;经典;猪;电影;2001年7月;2001年;GHIBLI;成长;スタジオジブリ;冒险;入野自由;映画,荻野千寻;白;小玲;钱婆;汤婆婆;坊宝宝;锅炉爷爷;无脸男;前台蛙;荻野悠子;荻野明夫;煤球精灵
15,https://bgm.tv/subject/29648,中二病也要谈恋爱！,2012-10-03,7.4,25862,https://lain.bgm.tv/pic/cover/l/3d/fd/29648_LOcOx.jpg,京阿尼;恋爱;中二病也要谈恋爱;搞笑;校园;轻小说改;2012年10月;中二;TV;2012;京都动画;中二病;福山润;小说改;轻改;石原立也;花泽香菜;日常;日本;青春;治愈;花田十辉;我只能呵呵;京都;京都アニメーション;内田真礼;萌;2012十月番;2012年;纯爱,富樫勇太;小鸟游六花;丹生谷森夏;五月七日枯茗;凸守早苗;奇美拉;勇太的母亲;富樫樟叶;富樫梦叶;一色诚;九十九七濑;小鸟游十花
16,https://bgm.tv/subject/909,龙与虎,2008-10-01,8,27326,https://lain.bgm.tv/pic/cover/l/a4/30/909_e5zhk.jpg,钉宫理惠;校园;龙与虎;J.C.STAFF;恋爱;青春;轻小说改;2008年10月;萌虎;TV;掌中老虎;2008;蹭得累;萌;轻小说;小说改;轻改;电击文库;日本;长井龙雪;日常;傲娇;治愈;長井龍雪;钉宫;冈田麿里;搞笑;岡田麿里;堀江由衣,高须龙儿;逢坂大河;栉枝实乃梨;川岛亚美;北村佑作;高须泰子;小鹦;恋洼百合;狩野堇;春田浩次;能登久光;木原麻耶
17,https://bgm.tv/subject/51,CLANNAD,2007-10-04,8.4,27831,https://lain.bgm.tv/pic/cover/l/28/38/51_z0Ly8.jpg,Clannad;京阿尼;key;催泪;団子大家族;治愈;神作;GAL改;人生;TV;2007年10月;游戏改;校园;2007;恋爱;麻枝准;京都;石原立也;京都动画;日本;日常;海星;改编自游戏;京都アニメーション;中村悠一;2007年10月番;后宫;galgame;搞笑;志茂文彦,冈崎朋也;古河渚;伊吹风子;一之濑琴美;藤林杏;坂上智代;藤林椋;春原阳平;宫泽有纪宁;相乐美佐枝;春原芽衣;古河秋生
18,https://bgm.tv/subject/79227,游戏人生,2014-04-09,7.8,24983,https://lain.bgm.tv/pic/cover/l/54/bd/79227_052R3.jpg,轻小说改;MADHouse;异世界;2014年4月;TV;游戏;No_Game_No_Life;奇幻;搞笑;2014;轻改;茅野愛衣;智斗;小说改;日笠阳子;日本;田村ゆかり;后宫;井口裕香;穿越;战斗;游戏人生;石塚敦子;兄妹;花田十辉;松冈祯丞;妹控;热血;2014年;茅野爱衣,空;白;史蒂芬妮·多拉;吉普莉尔;克拉米;菲尔·尼尔巴连;特图;初濑伊纲;初濑伊野;巫女;圣光君;拉菲尔
19,https://bgm.tv/subject/10440,我们仍未知道那天所看见的花的名字。,2011-04-14,7.5,26941,https://lain.bgm.tv/pic/cover/l/6c/e8/10440_8HP6O.jpg,治愈;催泪;友情;あの日見た花の名前を僕達はまだ知らない;2011年4月;A-1Pictures;原创;TV;伤感;2011;あの花;noitaminA;恋爱;A-1;长井龙雪;日本;櫻井孝宏;青春;冈田麿里;岡田麿里;四月番;未闻花名;入野自由;長井龍雪;冈田磨里;日常;茅野爱衣;2011年;奇幻;神作,本间芽衣子;宿海仁太;安城鸣子;松雪集;鹤见知利子;久川铁道;本间伊伦;宿海塔子;超和平Busters
20,https://bgm.tv/subject/293049,辉夜大小姐想让我告白?～天才们的恋爱头脑战～,2020-04-11,7.9,24211,https://lain.bgm.tv/pic/cover/l/36/16/293049_0e0re.jpg,恋爱;搞笑;校园;A-1Pictures;漫画改;2020年4月;TV;日常;漫改;2020;かぐや様は告らせたい～天才たちの恋愛頭脳戦～;日本;畠山守;小俣真一;辉夜大小姐想让我告白;续作;青春;喜剧;狗粮;赤坂アカ;2020年;赤坂明;纯爱;古川慎;A-1_Pictures;智斗;恋爱喜剧;古贺葵;动画;小原好美,四宫辉夜;白银御行;藤原千花;石上优;伊井野弥子;早坂爱;柏木渚;田沼翼;四条真妃;子安燕;大佛小钵;白银圭
21,https://bgm.tv/subject/277554,无职转生～到了异世界就拿出真本事～,2021-01-10,7.9,25554,https://lain.bgm.tv/pic/cover/l/8b/00/277554_z999u.jpg,异世界;轻小说改;后宫;2021年1月;奇幻;穿越;StudioBind;TV;战斗;轻改;2021;冒险;岡本学;小说改;日本;日本动画;冈本学;无职转生;成长;恋爱;转生;神作;2021年;2020年1月;魔法;小原好美;热血;搞笑;杉田智和;スタジオバインド,鲁迪乌斯·格雷拉特;希露菲叶特·格雷拉特;艾莉丝·格雷拉特;洛琪希·米格路迪亚·格雷拉特;保罗·格雷拉特;塞妮丝·格雷拉特;莉莉娅·格雷拉特;瑞杰路德·斯佩路迪亚;前世之男;塞伦特·赛文斯塔;基列奴・泰德路迪亚;爱莎·格雷拉特
22,https://bgm.tv/subject/23686,刀剑神域,2012-07-07,7.4,25190,https://lain.bgm.tv/pic/cover/l/2e/c8/23686_e36x9.jpg,刀剑神域;轻小说改;SAO;A-1Pictures;后宫;2012年7月;TV;网游;战斗;亚丝娜;川原砾;2012;梶浦由纪;桐人;轻改;小说改;A-1;恋爱;日本;轻小说;奇幻;异世界;伊藤智彦;热血;科幻;ソードアート・オンライン;京阿尼;游戏;2012年;户松遥,桐人／桐谷和人;亚丝娜／结城明日奈;莉法／桐谷直叶;结衣;克莱因／壶井辽太郎;幸;艾基尔／安德鲁·基尔博德·密鲁茲;莉兹贝特／篠崎里香;茅场晶彦;西莉卡／绫野圭子;奥伯龙／须乡伸之;希斯克里夫
23,https://bgm.tv/subject/240038,青春猪头少年不会梦到兔女郎学姐,2018-10-03,7.4,24194,https://lain.bgm.tv/pic/cover/l/b9/45/240038_b5j7g.jpg,恋爱;校园;轻小说改;CloverWorks;2018年10月;青春;TV;鴨志田一;奇幻;轻改;2018;小说改;日本;种崎敦美;石川界人;増井壮一;日常;治愈;后宫;搞笑;青春猪头少年系列;鸭志田一;2018年;增井壮一;横谷昌宏;科幻;纯爱;催泪;TＶ,樱岛麻衣;梓川咲太;双叶理央;梓川枫;古贺朋绘;丰滨和花;国见佑真;牧之原翔子;上里沙希;南条文香;广川卯月;桜島麻衣の母親
24,https://bgm.tv/subject/464376,败犬女主太多了！,2024-07-13,8,27258,https://lain.bgm.tv/pic/cover/l/e4/dc/464376_NsZRw.jpg,恋爱;校园;A-1Pictures;青春;轻小说改;2024年7月;败犬;搞笑;TV;轻改;2024;日常;小说改;日本;北村翔太郎;雨森たきび;党争;后宫;2024年;喜剧;恋爱喜剧;治愈;横谷昌宏;神作;败犬女主太多了;成长;远野光;动画;可惜学姐剧情被删除一点！;季番,温水和彦;八奈见杏菜;烧盐柠檬;小鞠知花;温水佳树;朝云千早;志喜屋梦子;马剃天爱星;放虎原云雀;姬宫华恋;月之木古都;甘夏古奈美
25,https://bgm.tv/subject/54433,我的青春恋爱物语果然有问题,2013-04-04,7.5,24010,https://lain.bgm.tv/pic/cover/l/1e/f1/54433_JZ99l.jpg,恋爱;轻小说改;校园;我的青春恋爱物语果然有问题;2013年4月;大老师;TV;BrainsBase;2013;早见纱织;轻改;青春;小说改;悠木碧;日本;日常;党争;后宫;渡航;小松未可子;东山奈央;搞笑;吉村爱;吉村愛;春物;2013年;早见沙织;江口拓也;菅正太郎;やなぎなぎ,比企谷八幡;雪之下雪乃;由比滨结衣;户冢彩加;材木座义辉;比企谷小町;平冢静;雪之下阳乃;叶山隼人;三浦优美子;海老名姫菜;川崎沙希
26,https://bgm.tv/subject/309311,赛博浪客,2022-09-13,8.3,26321,https://lain.bgm.tv/pic/cover/l/39/83/309311_dJU58.jpg,赛博朋克;TRIGGER;原创;今石洋之;科幻;Netflix;扳机社;游戏改;2022;战斗;2022年10月;TV;WEB;吉成曜;日本;2022年9月;恋爱;热血;催泪;致郁;神作;2022年;2022年7月;反乌托邦;血腥;悲剧;悠木碧;五十岚海;大塚雅彦;剧情,大卫･马丁内斯;露西;曼因;丽贝卡;琦薇;多莉欧;皮拉;法尔科;法拉第;亚当·重锤;葛洛莉亚･马丁内斯;义体医生
27,https://bgm.tv/subject/135275,为美好的世界献上祝福！,2016-01-13,7.7,22870,https://lain.bgm.tv/pic/cover/l/56/de/135275_G3liq.jpg,搞笑;轻小说改;异世界;2016年1月;为美好的世界献上祝福;穿越;TV;后宫;studiodeen;逗比;2016;轻改;奇幻;小说改;日本;STUDIO_DEEN;日常;战斗;金﨑貴臣;金崎贵臣;冒险;暁なつめ;高桥李依;雨宫天;素晴;2016年;为美好的世界献上祝福！;喜剧;智障;茅野爱衣,佐藤和真;阿克娅;惠惠;达克妮斯;克莉丝;厄里斯;维斯;露娜;贝尔迪亚;御剑响夜;粗暴者;达斯特
28,https://bgm.tv/subject/140001,Re：从零开始的异世界生活,2016-04-03,7.4,23724,https://lain.bgm.tv/pic/cover/l/cb/78/140001_Ew1mo.jpg,轻小说改;异世界;2016年4月;穿越;WHITEFOX;Re:从零开始异世界生活;奇幻;TV;轻改;轮回;2016;战斗;小说改;小林裕介;恋爱;日本;中村悠一;后宫;2016年四月番;渡边政治;長月達平;渡邊政治;高桥李依;热血;悬疑;2016年;冒险;剧情;re0;半年番,菜月昴;艾米莉娅;蕾姆;拉姆;碧翠丝;帕克;菲鲁特;莱茵哈鲁特·梵·阿斯特雷亚;艾尔莎·葛兰希尔黛;罗兹瓦尔·L·梅札斯;普莉希拉·跋利耶尔;阿尔德巴兰
29,https://bgm.tv/subject/927,秒速5厘米,2007-03-03,7.9,24829,https://lain.bgm.tv/pic/cover/l/1f/44/927_J2Q9a.jpg,新海诚;剧场版;爱情;催泪;秒速5cm;2007;恋爱;秒速5センチメートル;原创;秒速5厘米;浪漫;泪腺崩坏;神作;天门;CoMixWave;好歌;日本;生活;动画电影;青春;CoMixWaveFilms;新海誠;愛情小品;治愈;2007年;致郁;2007年3月;电影;人生;校园,远野贵树;篠原明里;澄田花苗;水野理纱;卓比
30,https://bgm.tv/subject/2585,某科学的超电磁炮,2009-10-02,7.5,22928,https://lain.bgm.tv/pic/cover/l/36/e7/2585_pn2eP.jpg,J.C.STAFF;炮姐;超电磁炮;百合;御坂美琴;2009年10月;TV;战斗;bilibili;漫画改;2009;黑子;魔法禁书目录;科学超电磁炮;校园;科幻;傲娇娘;漫改;日本;日常;奇幻;长井龙雪;超能力;轻小说改;某科学的超电磁炮;姐控;轻改;長井龍雪;轻百合;热血,御坂美琴;白井黑子;初春饰利;佐天泪子;上条当麻;婚后光子;铁装缀里;湾内绢保;泡浮万彬;固法美伟;宿管;重福省帆
31,https://bgm.tv/subject/3774,轻音少女 第二季,2010-04-06,8.4,24435,https://lain.bgm.tv/pic/cover/l/73/f1/3774_hs9Fr.jpg,京阿尼;校园;萌;K-ON!;治愈;日常;2010年4月;轻音;TV;K-on!2;漫画改;音乐;山田尚子;2010;けいおん！！;百合;漫改;京都动画;日本;K-ON!!;芳文社;轻音少女2;轻音少女;乐队;废萌;轻百合;青春;搞笑;京都アニメーション;京都,平泽唯;秋山澪;田井中律;琴吹紬;中野梓;放学后TEA TIME;山中佐和子;真锅和;平泽忧;けいおん部;铃木纯;田井中聪
32,https://bgm.tv/subject/179949,小林家的龙女仆,2017-01-11,7.4,22353,https://lain.bgm.tv/pic/cover/l/e9/15/179949_c2j50.jpg,京阿尼;日常;搞笑;百合;2017年1月;漫画改;TV;小林家的妹抖龙;京都动画;武本康弘;2017;漫改;萌;萌系;日本;京都;萌豚;治愈;奇幻;轻百合;京都アニメーション;小林家的龙女仆;2017年;门胁未来;废萌;喜剧;山田由香;轻百;田村睦心;女仆,小林小姐;托尔;康娜卡姆依;艾露玛;露科亚;法夫纳;泷谷真;才川莉子;才川乔吉;真土翔太;笹木部;曾根
33,https://bgm.tv/subject/1773,死亡笔记,2006-10-04,8.4,25199,https://lain.bgm.tv/pic/cover/l/4a/be/1773_rldoC.jpg,推理;死亡笔记;小畑健;MADHouse;智斗;TV;2006;犯罪学;新世界的神;漫画改;悬疑;L;心理学;宫野真守;小册子到人间;2006年10月;漫改;日本;荒木哲郎;死了都要写;死亡小册子;神作;犯罪;月L生死恋;基拉;奇幻;剧情;山口胜平;心理;大场鸫,夜神月;L;琉克;弥海砂;尼亚;梅洛;魅上照;高田清美;雷姆;希多;渡;夜神总一郎
34,https://bgm.tv/subject/263750,进击的巨人 第三季 Part.2,2019-04-28,8.7,22906,https://lain.bgm.tv/pic/cover/l/c2/56/263750_56TBs.jpg,进击的巨人;WITSTUDIO;热血;战斗;漫画改;2019年4月;泽野弘之;TV;漫改;神作;2019;荒木哲郎;奇幻;续作;日本;神谷浩史;梶裕贵;肥塚正史;剧情;战争;谏山创;悬疑;2019年;小林靖子;WIT_STUDIO;肥冢正史;猎奇;燃;澤野弘之;日漫,艾伦·耶格尔;三笠·阿克曼;阿明·阿诺德;利威尔;让·基尔休坦;克里斯塔·连兹;柯尼·史普林格;莱纳·布朗;韩吉·佐伊;吉克·耶格尔;格里夏·耶格尔;艾尔文·史密斯
35,https://bgm.tv/subject/325585,无职转生～到了异世界就拿出真本事～ 第2部分,2021-10-03,8.3,23939,https://lain.bgm.tv/pic/cover/l/60/4d/325585_tfU01.jpg,异世界;轻小说改;奇幻;2021年10月;冒险;StudioBind;后宫;TV;穿越;战斗;轻改;2021;小说改;续作;冈本学;日本;日本动画;无职转生;岡本学;2021年7月;神作;成长;恋爱;2021年;转生;热血;亲情;魔法;治愈;スタジオバインド,鲁迪乌斯·格雷拉特;希露菲叶特·格雷拉特;艾莉丝·格雷拉特;洛琪希·米格路迪亚·格雷拉特;保罗·格雷拉特;莉莉娅·格雷拉特;瑞杰路德·斯佩路迪亚;前世之男;塞伦特·赛文斯塔;基列奴・泰德路迪亚;爱莎·格雷拉特;诺伦·格雷拉特
36,https://bgm.tv/subject/329906,间谍过家家,2022-04-09,7.2,23017,https://lain.bgm.tv/pic/cover/l/de/4a/329906_hmtVD.jpg,搞笑;日常;WITSTUDIO;家庭喜剧;CloverWorks;漫画改;2022年4月;TV;漫改;2022;治愈;古桥一浩;日本;远藤达哉;间谍过家家;战斗;古橋一浩;家庭;喜剧;2022年;恋爱;萌;早见沙织;校园;种崎敦美;亲情;WIT_STUDIO;间谍;超能力;日漫,劳埃德·福杰;约尔・福杰;阿尼亚·福杰;达米安·德斯蒙;邦德·福杰;贝琪·布莱克贝尔;亨利·亨德森;尤里·布莱尔;弗兰基·弗兰克林;席尔薇亚·薛伍德;多诺万·德斯蒙;卡蜜拉
37,https://bgm.tv/subject/317613,辉夜大小姐想让我告白-超级浪漫-,2022-04-08,8.3,22944,https://lain.bgm.tv/pic/cover/l/cf/9c/317613_bpGX4.jpg,恋爱;搞笑;校园;A-1Pictures;漫画改;2022年4月;TV;日常;漫改;青春;2022;有望打破bangumi恋爱喜剧评分上限的动画;日本;畠山守;小俣真一;辉夜大小姐想让我告白;续作;喜剧;神作;赤坂明;赤坂アカ;2022年;恋爱喜剧;辉夜大小姐;狗粮;辉夜;纯爱;輝夜姬想讓人告白;智斗;季番,四宫辉夜;白银御行;藤原千花;石上优;伊井野弥子;早坂爱;柏木渚;大佛小钵;田沼翼;四条真妃;白银圭;子安燕
38,https://bgm.tv/subject/118335,进击的巨人 第二季,2017-04-01,8.1,21473,https://lain.bgm.tv/pic/cover/l/0e/ca/212293_J3Bv5.jpg,进击的巨人;热血;WITSTUDIO;战斗;漫画改;2017年4月;TV;泽野弘之;漫改;2017;奇幻;荒木哲郎;ProductionI.G;续作;日本;肥塚正史;神作;剧情;第2期;悬疑;2017年;猎奇;神谷浩史;谏山创;梶裕贵;小林靖子;燃;Production.I.G;战争;WIT_STUDIO,艾伦·耶格尔;三笠·阿克曼;阿明·阿诺德;利威尔;让·基尔休坦;克里斯塔·连兹;柯尼·史普林格;莱纳·布朗;韩吉·佐伊;吉克·耶格尔;卡尔菈·耶格尔;贝尔托特·胡佛
39,https://bgm.tv/subject/100444,四月是你的谎言,2014-10-09,8,23141,https://lain.bgm.tv/pic/cover/l/ec/c7/100444_96r3J.jpg,恋爱;音乐;A-1Pictures;治愈;青春;催泪;四月は君の嘘;2014年10月;漫画改;TV;2014;校园;漫改;花江夏樹;noitaminA;日本;逢坂良太;石黑恭平;致郁;横山克;梶裕貴;四月是你的谎言;神作;2014年;种田梨沙;日常;成长;イシグロキョウヘイ;励志;A-1,有马公生;宫园薰;泽部椿;渡亮太;相座武士;井川绘见;有马早希;相座凪;濑户纮子;三池俊也;柏木奈绪;市立墨谷中学校
40,https://bgm.tv/subject/245665,鬼灭之刃,2019-04-06,7.3,21391,https://lain.bgm.tv/pic/cover/l/9d/d1/245665_5an54.jpg,热血;战斗;ufotable;漫改;2019年4月;鬼灭之刃;TV;漫画改;JUMP;2019;奇幻;梶浦由记;日本;外崎春雄;椎名豪;搞笑;2019年;冒险;燃;日本动画;日漫;花江夏树;半年番;梶浦由記;剧情;吾峠呼世晴;鬼头明里;下野紘;治愈;松冈祯丞,灶门炭治郎;灶门祢豆子;我妻善逸;嘴平伊之助;富冈义勇;鳞泷左近次;锖兔;真菰;产屋敷彼方;产屋敷辉利哉;天王寺松卫门;钢铁冢萤
41,https://bgm.tv/subject/1851,天使的心跳！,2010-04-02,7.6,23170,https://lain.bgm.tv/pic/cover/l/ff/14/1851_ZFEg7.jpg,麻枝准;key;AngleBeats!;P.A.WORKS;原创;2010年4月;TV;治愈;催泪;2010;校园;神谷浩史;花泽香菜;奇幻;香菜;伪团长;死后的团长;恋爱;AB;日本;殴打天使;搞笑;岸诚二;战斗;Angel;岸誠二;日常;2010年;麻麻麻麻麻麻麻枝准;Beats,音无结弦;仲村由理;立华奏;日向秀树;芳冈由依;岩泽雅美;直井文人;渊田久子;入江美雪;关根诗织;高松;野田
42,https://bgm.tv/subject/1671,化物语,2009-07-03,8.4,24566,https://lain.bgm.tv/pic/cover/l/64/7c/1671_vQ2W9.jpg,新房昭之;西尾维新;化物语;SHAFT;荡漾;2009年7月;TV;战场原大人;花泽香菜;神谷浩史;2009;轻小说改;奇幻;物语系列;订书机;毒舌;小说改;吐槽神;斉藤千和;后宫;轻改;恋爱;日本;校园;物语;吐槽;神作;小裤裤特写;神前晓;搞笑,阿良良木历;战场原黑仪;八九寺真宵;神原骏河;千石抚子;羽川翼;黑羽川;忍野忍;忍野咩咩;阿良良木火怜;阿良良木月火;战场原的父亲
43,https://bgm.tv/subject/1428,钢之炼金术师 FULLMETAL ALCHEMIST,2009-04-05,8.8,24479,https://lain.bgm.tv/pic/cover/l/06/63/1428_xwkMI.jpg,钢之炼金术师;BONES;骨头社;热血;漫画改;等价交换;钢炼;TV;2009年4月;2009;FA;战斗;神作;漫改;豆丁;奇幻;砍掉重炼;日本;2009年4月番;鋼煉;入江泰浩;荒川弘;砍掉重练;经典;少年向;炼金术;剧情;钉宫理惠;朴璐美;2009年,爱德华·艾尔利克;阿尔芬斯·艾尔利克;温莉·洛克贝尔;罗伊·马斯坦古;莉莎·霍克艾;亚历克斯·路易斯·阿姆斯壮;马斯·休斯;拉丝特;格拉托尼;恩维;斯卡(刀疤);皮纳可·洛克贝尔
