rank,source_page,source_page_start,subject_id,subject_url,title,cover_url,abstract,abstract_2,rating,rating_count,star_count,labels,is_tv,tpl_name,search_url,parse_source
104,7,90,1449381,https://movie.douban.com/subject/1449381/,巴巴爸爸 第一季 Les Barbapapa Season 1‎ (1974),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554014344.webp,荷兰 / 日本 / 美国 / 法国 / 动画 / 可里可里可里，巴巴变 / 26分钟,Talus Taylor / Annette Tison / Allen Swift / Julia Holewinski / Leen Jongewaard,9,32728,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=90,window.__DATA__
105,13,180,1845639,https://movie.douban.com/subject/1845639/,铁臂阿童木 鉄腕アトム‎ (1963),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2509134004.webp,日本 / 动画 / 家庭 / 奇幻 / 科幻 / 冒险 / 原子小金刚 / Tetsuwan atomu / 30分钟,手冢治虫 / 林太郎 / 杉井仪三郎 / 山本映一 / 出崎统 / 富野由悠季 / 西牧秀雄 / 杉山卓 / 清水真理 / 胜田久,8.7,32479,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=180,window.__DATA__
106,8,105,1756889,https://movie.douban.com/subject/1756889/,棒球英豪 タッチ‎ (1985),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554018103.webp,日本 / 动画 / 喜剧 / 运动 / 邻家女孩 / 棒球小子 / 25分钟,杉井仪三郎 / 前田庸生 / 望月智充 / 永丘昭典 / 棚桥一德 / 坂田纯一 / 小柴纯弥 / 早川启二 / 铃木卓夫 / 高本宣弘 / 三矢雄二 / 难波圭一 / 日高范子 / 银河万丈 / 稻叶实 / 盐泽兼人 / 千叶繁 / 小宫和枝,9.3,32254,4.5,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=105,window.__DATA__
107,3,30,30335059,https://movie.douban.com/subject/30335059/,熊出没·原始时代‎ (2019),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2541035591.webp,中国大陆 / 喜剧 / 动画 / 冒险 / 熊出没6 / 熊出没大电影6 / 92分钟,丁亮 / 林汇达 / 张伟 / 张秉君 / 谭笑 / 宋祖儿 / 刘思奇 / 万丹青 / 刘沛 / 孟雨田,6.6,31741,3.5,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=30,window.__DATA__
108,6,75,26839466,https://movie.douban.com/subject/26839466/,哆啦A梦：大雄的南极冰冰凉大冒险 ドラえもん のび太の南極カチコチ大冒険‎ (2017),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2459265598.webp,日本 / 动画 / 冒险 / 哆啦A梦：大雄的南极冰寒大冒险 / 101分钟,高桥敦史 / 水田山葵 / 大原惠美 / 嘉数由美 / 木村昴 / 关智一 / 三石琴乃 / 松本保典 / 藤本千秋,6.5,31477,3.5,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=75,window.__DATA__
109,8,105,4840353,https://movie.douban.com/subject/4840353/,果宝特攻‎ (2010),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2302438861.webp,中国大陆 / 儿童 / 喜剧 / 动作 / 动画 / 奇幻 / 冒险 / Fruity Robo,王巍 / 橙留香 / 菠萝吹雪 / 陆小果,8.8,30839,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=105,window.__DATA__
110,22,315,3418557,https://movie.douban.com/subject/3418557/,三毛流浪记‎ (2006),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2547566801.webp,中国大陆 / 儿童 / 动画 / 25分钟,朱敏 / 王柏荣 / 张凯 / 腾腾 / 白雪岑 / 王凯 / 鲍大志 / 丛智 / 张璐 / 孟宇,9.2,30655,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__
111,5,60,1917638,https://movie.douban.com/subject/1917638/,阿凡提的故事之种金子‎ (1979),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2537216779.webp,中国大陆 / 动画 / 短片 / 阿凡提的故事前传之种金子 / 31分钟,靳夕 / 刘蕙仪 / 毕克,8.9,30473,4.5,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__
112,6,75,1305217,https://movie.douban.com/subject/1305217/,鬼马小精灵 Casper‎ (1995),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2649312862.webp,美国 / 喜剧 / 奇幻 / 卡斯珀 / 鬼马小灵精 / 100分钟,布拉德·塞伯宁 / 克里斯蒂娜·里奇 / 艾瑞克·爱都 / 本·斯坦 / 比尔·普尔曼 / 昌西·莱奥普拉迪 / 戴文·萨瓦 Devon Sawa / 加雷特·拉特利夫·亨森,8.1,30152,4,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=75,window.__DATA__
113,12,165,1498604,https://movie.douban.com/subject/1498604/,花仙子 花の子ルンルン‎ (1979),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554019745.webp,日本 / 动画 / 家庭 / 奇幻 / 23分钟,设乐博 / 冈本茉莉 / 水岛裕 / 白石冬美 / 神山卓三 / 喜多道枝 / 长谷山治,8.1,28800,4,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=165,window.__DATA__
114,1,0,6952623,https://movie.douban.com/subject/6952623/,星游记 (2011),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1292004897.webp,中国大陆 / 动作 / 动画 / 奇幻 / 冒险 / 太空大冒险 / Rainbow Sea,曾伟京 / 阎萌萌 / 郝幽玥 / 山新 / 张杰 / 龚格尔 / 姜广涛,9.6,28775,5.0,"['剧集', '可播放']",True,search_subject,https://www.douban.com/search?cat=1002&q=%E6%98%9F%E6%B8%B8%E8%AE%B0,playwright
115,16,225,25715364,https://movie.douban.com/subject/25715364/,成龙历险记 第三季 Jackie Chan Adventures Season 3‎ (2002),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2546212236.webp,美国 / 中国香港 / 动画 / 奇幻 / 家庭 / 22分钟,成龙 / 詹姆士·谢 / 夏野萨博,9.5,28690,5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=225,window.__DATA__
116,7,90,1431719,https://movie.douban.com/subject/1431719/,渔童‎ (1959),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2688325324.webp,中国大陆 / 动画 / 短片 / 23分钟,万古蟾 / 杨文元 / 邱岳峰 / 阳华,8.8,28289,4.5,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=90,window.__DATA__
117,14,195,25715367,https://movie.douban.com/subject/25715367/,成龙历险记 第五季 Jackie Chan Adventures Season 5‎ (2004),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550461549.webp,美国 / 中国香港 / 动画 / 奇幻 / 家庭 / 22分钟,成龙 / 詹姆士·谢 / 夏野萨博,9.5,27801,5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=195,window.__DATA__
118,13,180,4287117,https://movie.douban.com/subject/4287117/,奥林匹斯星传 그리스 로마 신화 올림포스 가디언‎ (2002),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1444653174.webp,韩国 / 动画 / 奇幻 / 希腊封神榜 / 奥林匹斯星传 / 20分钟,倪康 / 姚培华 / 王肖兵,9.5,27703,5,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=180,window.__DATA__
119,12,165,3868335,https://movie.douban.com/subject/3868335/,数码宝贝2 デジモンアドベンチャー02‎ (2000),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2282580019.webp,日本 / 动画 / 冒险 / 奇幻 / 数码暴龙2 / 数码宝贝大冒险2 / 23分钟,角铜博之 / 木内玲子 / 夏树莉绪 / 浦和惠 / 山本泰辅 / 荒木香惠 / 朴璐美 / 野田顺子 / 远近孝一,8.3,27330,4,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=165,window.__DATA__
120,9,120,3538051,https://movie.douban.com/subject/3538051/,哆啦A梦 ドラえもん‎ (2005),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2100245550.webp,日本 / 喜剧 / 科幻 / 动画 / 新哆啦A梦 / 机器猫 / 24分钟,楠叶宏三 / 渡边步 / 善聪一郎 / 八锹新之介 / 大杉宜弘 / 宫本幸裕 / 高桥涉 / 高桥敦史 / 寺本幸代 / 今井一晓 / 小仓宏文 / 矢岛哲生 / 宫下新平 / 高桥谦仁 / 佐藤真人 / 村野佑太 / 佐佐木纯人 / 江岛泰男 / 铃木卓夫 / 茉田哲明 / 秦义人 / 古贺一臣 / 五月女有作 / 金子祥之 / 钉宫洋 / 松村树里亚 / 吉田光春 / 铃木孝聪 / 松园公 / 筱崎康行 / 矢花馨 / 三上喜子 / 三家本泰美 / 腰繁男 / 佐土原武之 / 根岸宏树 / 饭村正之 / 安藤敏彦 / 藤仓拓也 / 古屋胜悟 / 福本洁 / 大关雅幸 / 岩田义彦 / 山冈实 / 大塚隆宽 / 西田健一 / 堂山卓见  / 水田山葵 / 大原惠美 / 嘉数由美 / 关智一 / 木村昴 / 三石琴乃 / 松本保典 / 堀秀行,9.6,27304,5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=120,window.__DATA__
121,17,240,1781621,https://movie.douban.com/subject/1781621/,摩登原始人 第一季 The Flintstones Season 1‎ (1960),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2508642899.webp,美国 / 动画 / 家庭 / 喜剧 / 弗林特斯通一家 / 聪明笨伯 / 30分钟,约瑟夫·巴伯拉 / 威廉·汉纳 / 艾伦·里德 / 约翰·范德·派尔 / Mel Blanc / 贝亚·本德雷 / John Stephenson / Gerry Johnson,8.7,27253,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=240,window.__DATA__
122,3,30,3681613,https://movie.douban.com/subject/3681613/,大闹天宫‎ (2012),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2500167606.webp,中国大陆 / 动画 / The Monkey King / 90分钟,万籁鸣 / 唐澄 / 速达 / 陈志宏 / 李扬 / 陈凯歌 / 陈道明 / 张国立 / 刘烨 / 胡歌 / 周立波 / 何炅,8.4,26885,4,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=30,window.__DATA__
123,13,180,25715365,https://movie.douban.com/subject/25715365/,成龙历险记 第四季 Jackie Chan Adventures Season 4‎ (2003),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2548566619.webp,美国 / 中国香港 / 动画 / 奇幻 / 家庭 / 22分钟,成龙 / 詹姆士·谢 / 夏野萨博,9.5,26710,5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=180,window.__DATA__
124,19,270,25788012,https://movie.douban.com/subject/25788012/,东方神娃‎ (2005),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2876830410.webp,中国大陆 / 儿童 / 动画 / 奇幻 / 冒险 / 东方神娃第1部,殷晓东 / 罗玉婷 / 吴磊 / 范楚绒,8.8,26620,4.5,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=270,window.__DATA__
125,13,180,1431716,https://movie.douban.com/subject/1431716/,曹冲称象‎ (1982),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2607684152.webp,中国大陆 / 动画 / 短片 / Cao Chong Cheng Xiang / 16分钟,刘蕙仪,7.8,25926,4,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=180,window.__DATA__
126,5,60,5937977,https://movie.douban.com/subject/5937977/,铠甲勇士刑天‎ (2011),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2907631248.webp,中国大陆 / 剧情 / 动作 / 科幻 / 铠甲勇士第二部：刑天 / Armor Hero XT / 24分钟,张瀚文 / 张瀚文 / 李巍 / 吴昊泽 / 张亚男 / 徐子菲 / 张维娜 / 廖晓晨 / 皮逸嘉 / 沈人杰,9.2,25922,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__
127,6,75,26877406,https://movie.douban.com/subject/26877406/,"名侦探柯南：章节ONE 变小的名侦探 名探偵コナン エピソード ""ONE"" 小さくなった名探偵‎ (2016)",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505885669.webp,日本 / 动画 / 悬疑 / 名侦探柯南 真·第一话 / 名侦探柯南 Episode“ONE” 变小的名侦探 / 92分钟,山本泰一郎 / 山口胜平 / 高山南 / 山崎和佳奈 / 林原惠美 / 绪方贤一 / 小山力也 / 高岛雅罗 / 岩居由希子,8.4,25583,4,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=75,window.__DATA__
128,17,240,1428580,https://movie.douban.com/subject/1428580/,阿凡提的故事之卖树荫‎ (1981),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2650195850.webp,中国大陆 / 动画 / 短片 / 第一集：卖树荫 / 25分钟,曲建方 / 程之 / 邱岳峰 / 毕克,8.8,25241,4.5,[],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=240,window.__DATA__
129,5,60,3025199,https://movie.douban.com/subject/3025199/,蓝猫淘气3000问‎ (1999),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2377506157.webp,中国大陆 / 动画 / 儿童 / 蓝猫淘气三千问 / 蓝猫淘气3000问之幽默舞台 / 20分钟,王宏 / 葛平 / 付以琳 / 俞涛 / 曾令 / 袁文君 / 罗沐 / 陈蕾 / 李一兵,8.1,25148,4,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__
130,15,210,10728463,https://movie.douban.com/subject/10728463/,超兽武装之勇者无惧‎ (2011),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2918542407.webp,中国大陆 / 儿童 / 科幻 / 动画 / 冒险 / 超兽武装第二部 / Ultra Beast Force / 25分钟,王巍 / 祖晴 / 陆双 / 赵然 / 邓红 / 鞠月斌 / 李团 / 陈轶 / 高全胜,9.7,24936,5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=210,window.__DATA__
131,7,90,26469862,https://movie.douban.com/subject/26469862/,樱桃小丸子：来自意大利的少年 ちびまる子ちゃん イタリアから来た少年‎ (2015),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2383897820.webp,日本 / 剧情 / 动画 / 樱桃小丸子 来自意大利的少年 / 樱桃小丸子：从意大利来的少年 / 94分钟,高木淳 / 鳕子 / 屋良有作 / 一龙斋贞友 / 岛田敏 / 水谷优子 / 渡边菜生子 / 中川大志 / 剧团一人,7,24755,3.5,[],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=90,window.__DATA__
132,26,375,4114358,https://movie.douban.com/subject/4114358/,哆啦A梦 ドラえもん‎ (1973),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2524017458.webp,日本 / 喜剧 / 科幻 / 动画 / 旧哆啦 / 机器猫 / 24分钟,上梨满雄 / 富田耕生 / 太田淑子 / 惠比寿真沙子 / 八代骏 / 肝付兼太 / 野泽雅子 / 小原乃梨子 / 村越伊知郎,9.6,24659,5,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=375,window.__DATA__
133,24,345,1777361,https://movie.douban.com/subject/1777361/,樱桃小丸子2 ちびまる子ちゃん2‎ (1995),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2508008555.webp,日本 / 儿童 / 喜剧 / 动画 / 短片 / 家庭 / 樱桃小丸子动画版 / Chibi Maruko-chan / 24分钟,芝山努 / 高木淳 / 鳕子 / 青野武 / 茶风林 / 柏仓敦 / 菊池正美 / 水谷优子 / 田野惠 / 飞田展男,9.2,24642,4.5,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=345,window.__DATA__
134,14,195,2059529,https://movie.douban.com/subject/2059529/,忍者乱太郎 忍たま乱太郎‎ (1993),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2299153633.webp,日本 / 动画 / にんたまらんたろう / Nintama Rantaro / 26分钟,芝山努 / 河內日出夫 / 高山南 / 田中真弓 / 一龙斋贞友 / 松井摩味 / 佐藤智惠 / 江森浩子 / 小林优子,8.9,24120,4.5,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=195,window.__DATA__
135,16,225,1781597,https://movie.douban.com/subject/1781597/,神探加杰特 第一季 Inspector Gadget Season 1‎ (1983),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554012433.webp,美国 / 法国 / 加拿大 / 日本 / 中国台湾 / 动画 / 家庭 / 喜剧 / 动作 / 冒险 / 犯罪 / 悬疑 / 奇探加杰特 / G型神探 / 30分钟,Bruno Bianchi / 达沃·考克斯 / Edouard David / 雷蒙德·贾费利切 / Ken Stephenson / 唐·亚当斯 / 弗兰克·维尔克 / Bernard Carez,8.4,23945,4,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=225,window.__DATA__
136,19,270,1453575,https://movie.douban.com/subject/1453575/,阿拉蕾 Dr.スランプ‎ (1997),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2681247522.webp,日本 / 动画 / 喜剧 / IQ博士 / 怪博士与机器娃娃 / 24分钟,山内重保 / 志水淳儿 / 境宗久 / 中村哲治 / 伊藤尚往 / 藤濑顺一 / 上田芳裕 / 门田英彦 / 屋良有作 / 川田妙子 / 皆口裕子 / 泽口千惠 / 小西宽子 / 浦和惠 / 太田真一郎 / 古谷彻,9,23871,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=270,window.__DATA__
137,8,105,1888063,https://movie.douban.com/subject/1888063/,镜花缘‎ (1991),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2867385879.webp,中国大陆 / 动画 / 奇幻 / 短片 / 古装 / 19分钟,胡兆洪 / 邹勤,9,23824,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=105,window.__DATA__
138,13,180,1507332,https://movie.douban.com/subject/1507332/,天线宝宝 Teletubbies‎ (1997),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2624838091.webp,英国 / 奇幻 / 歌舞 / 天线得得B / 25分钟,Vic Finch/David Hiller / 李康敏 / 埃里克·赛克斯 / 托亚·威尔考克斯 / 桑德拉·迪金森 / 约翰·施瓦布 / 鲁道夫·沃克尔 / 佩内洛普·凯兹 / 罗尔夫·萨克森,8.4,23697,4,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=180,window.__DATA__
139,7,90,1420088,https://movie.douban.com/subject/1420088/,精灵宝可梦：超梦的逆袭 劇場版ポケットモンスター ミュウツーの逆襲‎ (1998),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2932670472.webp,日本 / 动作 / 动画 / 冒险 / 宠物小精灵：超梦的反击 / 神奇宝贝：超梦的逆袭 / 75分钟,汤山邦彦 / 松本梨香 / 大谷育江 / 饭冢雅弓 / 上田祐司 / 兴梠里美 / 林原惠美 / 三木真一郎 / 犬山犬子,8.2,23641,4,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=90,window.__DATA__
140,17,240,1782013,https://movie.douban.com/subject/1782013/,啄木鸟伍迪 The Woody Woodpecker Show‎ (1957),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554015455.webp,美国 / 动画 / 家庭 / 调皮啄木鸟 / 30分钟,杰克·汉纳 / Robert Owan / 格雷丝·斯塔福德 / 道斯·巴特勒 / Johnny Coons,8.6,23494,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=240,window.__DATA__
141,18,255,2342538,https://movie.douban.com/subject/2342538/,魔动王 魔動王グランゾート‎ (1989),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2896330622.webp,日本 / 动画 / 光能使者 / 大无敌 / 24分钟,井内秀治 / 日高政光 / 香川丰 / 福田己津央 / 佐藤育郎 / 近藤信宏 / 松浦锭平 / 河本升悟 / 松冈洋子 / 松田辰也 / 安达忍 / 铃木玲子 / 林原惠美 / 泷泽久美子 / 子安武人 / 绪方贤一,8.9,23427,4.5,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=255,window.__DATA__
142,22,315,2030600,https://movie.douban.com/subject/2030600/,大力水手 The Popeye Show‎ (2001),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2927692373.webp,美国 / 动画 / 家庭 / Popeye the Sailor / 30分钟,Barry Mills,8.7,23288,4.5,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=315,window.__DATA__
143,13,180,2148677,https://movie.douban.com/subject/2148677/,小糊涂神‎ (1997),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2571390107.webp,中国大陆 / 动画 / 小糊涂神 / 12分钟,孙哲 / 韩力 / 王晓燕 / 杨光,7.5,23243,4,['剧集'],True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=180,window.__DATA__
144,12,165,26923124,https://movie.douban.com/subject/26923124/,魔卡少女樱 透明牌篇 カードキャプターさくら クリアカード編‎ (2018),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510628384.webp,日本 / 剧情 / 动画 / 奇幻 / 魔卡少女樱 第四季 / 魔卡少女樱 CLEAR CARD篇 / 25分钟,浅香守生 / 细川秀树 / 市村彻夫 / 菱川直树 / 筑紫大介 / 高岛大辅 / 友田政晴 / 神原敏昭 / 菊池聪延 / 加藤显 / 饭村正之 / 熨斗谷充孝 / 丹下樱 / 熊井统子 / 岩男润子 / 绪方惠美 / 久川绫 / 关智一 / 田中秀幸 / 铃木实里,8.2,22833,4,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=165,window.__DATA__
145,9,120,27097683,https://movie.douban.com/subject/27097683/,阿凡提的故事‎ (1981),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2626959455.webp,中国大陆 / 动画 / 阿凡提 / 25分钟,靳夕 / 刘惠仪 / 曲建方 / 毕克 / 邱岳峰 / 程之,9.3,22779,4.5,"['剧集', '可播放']",True,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=120,window.__DATA__
146,15,210,1431714,https://movie.douban.com/subject/1431714/,小鲤鱼跳龙门‎ (1958),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2688343693.webp,中国大陆 / 动画 / 短片 / 儿童 / 18分钟,何玉门,8,22166,4,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=210,window.__DATA__
147,17,240,1300505,https://movie.douban.com/subject/1300505/,鹬蚌相争‎ (1984),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2608336611.webp,中国大陆 / 动画 / 短片 / Snipe -Clam Grapple / 10分钟,胡进庆 / 陆汝浩,8.2,22028,4,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=240,window.__DATA__
148,5,60,19899718,https://movie.douban.com/subject/19899718/,蓝精灵：寻找神秘村 Smurfs: The Lost Village‎ (2017),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2443742358.webp,美国 / 喜剧 / 动画 / 奇幻 / 冒险 / 蓝精灵3：失落的村庄 / 蓝色小精灵：失落的蓝蓝村(台) / 90分钟,凯利·阿斯博瑞 / 黛米·洛瓦托 / 雷恩·威尔森 / 乔·曼根尼罗 / 杰克·麦克布瑞尔 / 丹尼·朴迪 / 曼迪·帕廷金 / 迪·布莱德利·贝克 / 弗兰克·维尔克,6.2,21925,3,['可播放'],False,search_subject,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__
